timestamp,station_id,temp,humid,condition
2026-02-08 00:51:49.591808,Paris-e357,-6,39,Normal
2026-02-08 00:51:50.591808,Paris-e357,37,88,Normal
2026-02-08 00:51:51.591808,Paris-e357,-11,36,Normal
2026-02-08 00:51:52.591808,Paris-e357,22,67,Normal
2026-02-08 00:51:53.591808,Paris-e357,24,1,Normal
2026-02-08 00:51:54.591808,Paris-e357,13,37,Normal
2026-02-08 00:51:55.591808,Paris-e357,14,16,Normal
2026-02-08 00:51:56.591808,Paris-e357,-22,99,Normal
2026-02-08 00:51:57.591808,Paris-e357,-27,1,Normal
2026-02-08 00:51:58.591808,Paris-e357,-5,38,Normal
2026-02-08 00:51:59.591808,Paris-e357,23,42,Normal
2026-02-08 00:52:00.591808,Paris-e357,30,100,Normal
2026-02-08 00:52:01.591808,Paris-e357,-6,25,Normal
2026-02-08 00:52:02.591808,Paris-e357,42,76,Normal
2026-02-08 00:52:03.591808,Paris-e357,41,16,Normal
2026-02-08 00:52:04.591808,Paris-e357,-2,99,Normal
2026-02-08 00:52:05.591808,Paris-e357,-30,97,Normal
2026-02-08 00:52:06.591808,Paris-e357,35,58,Normal
2026-02-08 00:52:07.591808,Paris-e357,44,16,Normal
2026-02-08 00:52:08.591808,Paris-e357,35,19,Normal
2026-02-08 00:52:09.591808,Paris-e357,11,11,Normal
2026-02-08 00:52:10.591808,Paris-e357,-1,17,Normal
2026-02-08 00:52:11.591808,Paris-e357,-19,83,Normal
2026-02-08 00:52:12.591808,Paris-e357,41,67,Normal
2026-02-08 00:52:13.591808,Paris-e357,-27,36,Normal
2026-02-08 00:52:14.591808,Paris-e357,-28,76,Normal
2026-02-08 00:52:15.591808,Paris-e357,0,56,Normal
2026-02-08 00:52:16.591808,Paris-e357,-8,89,Normal
2026-02-08 00:52:17.591808,Paris-e357,-2,13,Normal
2026-02-08 00:52:18.591808,Paris-e357,-6,32,Normal
2026-02-08 00:52:19.591808,Paris-e357,-6,86,Normal
2026-02-08 00:52:20.591808,Paris-e357,16,84,Normal
2026-02-08 00:52:21.591808,Paris-e357,-19,36,Normal
2026-02-08 00:52:22.591808,Paris-e357,13,59,Normal
2026-02-08 00:52:23.591808,Paris-e357,-5,63,Normal
2026-02-08 00:52:24.591808,Paris-e357,-7,8,Normal
2026-02-08 00:52:25.591808,Paris-e357,24,30,Normal
2026-02-08 00:52:26.591808,Paris-e357,-15,50,Normal
2026-02-08 00:52:27.591808,Paris-e357,-12,4,Normal
2026-02-08 00:52:28.591808,Paris-e357,20,27,Normal
2026-02-08 00:52:29.591808,Paris-e357,40,23,Normal
2026-02-08 00:52:30.591808,Paris-e357,-8,11,Normal
2026-02-08 00:52:31.591808,Paris-e357,32,91,Normal
2026-02-08 00:52:32.591808,Paris-e357,9,84,Normal
2026-02-08 00:52:33.591808,Paris-e357,46,61,Normal
2026-02-08 00:52:34.591808,Paris-e357,12,44,Normal
2026-02-08 00:52:35.591808,Paris-e357,-20,5,Normal
2026-02-08 00:52:36.591808,Paris-e357,19,30,Normal
2026-02-08 00:52:37.591808,Paris-e357,5,30,Normal
2026-02-08 00:52:38.591808,Paris-e357,17,70,Normal
2026-02-08 00:52:39.591808,Paris-e357,20,85,Normal
2026-02-08 00:52:40.591808,Paris-e357,2,0,Normal
2026-02-08 00:52:41.591808,Paris-e357,-17,5,Normal
2026-02-08 00:52:42.591808,Paris-e357,19,44,Normal
2026-02-08 00:52:43.591808,Paris-e357,29,82,Normal
2026-02-08 00:52:44.591808,Paris-e357,-11,74,Normal
2026-02-08 00:52:45.591808,Paris-e357,10,70,Normal
