timestamp,station_id,temp,humid,condition
2026-02-14 06:00:26.356460,NewYork-331c,-13,77,Normal
2026-02-14 06:00:27.356460,NewYork-331c,-7,27,Normal
2026-02-14 06:00:28.356460,NewYork-331c,15,18,Normal
2026-02-14 06:00:29.356460,NewYork-331c,-27,66,Normal
2026-02-14 06:00:30.356460,NewYork-331c,-23,11,Normal
2026-02-14 06:00:31.356460,NewYork-331c,-11,23,Normal
2026-02-14 06:00:32.356460,NewYork-331c,5,48,Normal
2026-02-14 06:00:33.356460,NewYork-331c,-3,19,Normal
2026-02-14 06:00:34.356460,NewYork-331c,7,73,Normal
2026-02-14 06:00:35.356460,NewYork-331c,18,67,Normal
2026-02-14 06:00:36.356460,NewYork-331c,-15,78,Normal
2026-02-14 06:00:37.356460,NewYork-331c,46,71,Normal
2026-02-14 06:00:38.356460,NewYork-331c,8,32,Normal
2026-02-14 06:00:39.356460,NewYork-331c,-18,78,Normal
2026-02-14 06:00:40.356460,NewYork-331c,-20,80,Normal
2026-02-14 06:00:41.356460,NewYork-331c,-23,28,Normal
2026-02-14 06:00:42.356460,NewYork-331c,-29,97,Normal
2026-02-14 06:00:43.356460,NewYork-331c,-6,45,Normal
2026-02-14 06:00:44.356460,NewYork-331c,0,49,Normal
2026-02-14 06:00:45.356460,NewYork-331c,26,18,Normal
2026-02-14 06:00:46.356460,NewYork-331c,26,19,Normal
2026-02-14 06:00:47.356460,NewYork-331c,3,75,Normal
2026-02-14 06:00:48.356460,NewYork-331c,23,90,Normal
2026-02-14 06:00:49.356460,NewYork-331c,24,59,Normal
2026-02-14 06:00:50.356460,NewYork-331c,8,66,Normal
2026-02-14 06:00:51.356460,NewYork-331c,19,96,Normal
2026-02-14 06:00:52.356460,NewYork-331c,36,73,Normal
2026-02-14 06:00:53.356460,NewYork-331c,-20,45,Normal
2026-02-14 06:00:54.356460,NewYork-331c,-27,80,Normal
2026-02-14 06:00:55.356460,NewYork-331c,28,72,Normal
2026-02-14 06:00:56.356460,NewYork-331c,28,13,Normal
2026-02-14 06:00:57.356460,NewYork-331c,16,48,Normal
2026-02-14 06:00:58.356460,NewYork-331c,-3,50,Normal
2026-02-14 06:00:59.356460,NewYork-331c,-5,62,Normal
2026-02-14 06:01:00.356460,NewYork-331c,34,91,Normal
2026-02-14 06:01:01.356460,NewYork-331c,44,17,Normal
2026-02-14 06:01:02.356460,NewYork-331c,-12,28,Normal
2026-02-14 06:01:03.356460,NewYork-331c,40,10,Normal
2026-02-14 06:01:04.356460,NewYork-331c,23,70,Normal
2026-02-14 06:01:05.356460,NewYork-331c,-24,11,Normal
2026-02-14 06:01:06.356460,NewYork-331c,18,86,Normal
2026-02-14 06:01:07.356460,NewYork-331c,-14,17,Normal
2026-02-14 06:01:08.356460,NewYork-331c,26,24,Normal
2026-02-14 06:01:09.356460,NewYork-331c,17,20,Normal
2026-02-14 06:01:10.356460,NewYork-331c,39,37,Normal
2026-02-14 06:01:11.356460,NewYork-331c,40,74,Normal
2026-02-14 06:01:12.356460,NewYork-331c,-8,38,Normal
2026-02-14 06:01:13.356460,NewYork-331c,33,38,Normal
2026-02-14 06:01:14.356460,NewYork-331c,37,35,Normal
2026-02-14 06:01:15.356460,NewYork-331c,-16,30,Normal
2026-02-14 06:01:16.356460,NewYork-331c,38,49,Normal
2026-02-14 06:01:17.356460,NewYork-331c,19,58,Normal
2026-02-14 06:01:18.356460,NewYork-331c,-14,41,Normal
2026-02-14 06:01:19.356460,NewYork-331c,22,6,Normal
2026-02-14 06:01:20.356460,NewYork-331c,37,27,Normal
2026-02-14 06:01:21.356460,NewYork-331c,-20,29,Normal
2026-02-14 06:01:22.356460,NewYork-331c,13,89,Normal
2026-02-14 06:01:23.356460,NewYork-331c,19,88,Normal
2026-02-14 06:01:24.356460,NewYork-331c,39,46,Normal
2026-02-14 06:01:25.356460,NewYork-331c,9,32,Normal
2026-02-14 06:01:26.356460,NewYork-331c,45,88,Normal
2026-02-14 06:01:27.356460,NewYork-331c,-12,5,Normal
2026-02-14 06:01:28.356460,NewYork-331c,26,1,Normal
2026-02-14 06:01:29.356460,NewYork-331c,29,22,Normal
2026-02-14 06:01:30.356460,NewYork-331c,28,38,Normal
2026-02-14 06:01:31.356460,NewYork-331c,-21,40,Normal
2026-02-14 06:01:32.356460,NewYork-331c,-20,51,Normal
2026-02-14 06:01:33.356460,NewYork-331c,32,17,Normal
2026-02-14 06:01:34.356460,NewYork-331c,-10,23,Normal
2026-02-14 06:01:35.356460,NewYork-331c,11,30,Normal
2026-02-14 06:01:36.356460,NewYork-331c,11,24,Normal
2026-02-14 06:01:37.356460,NewYork-331c,-25,37,Normal
2026-02-14 06:01:38.356460,NewYork-331c,47,69,Normal
2026-02-14 06:01:39.356460,NewYork-331c,3,30,Normal
2026-02-14 06:01:40.356460,NewYork-331c,8,8,Normal
2026-02-14 06:01:41.356460,NewYork-331c,-1,55,Normal
2026-02-14 06:01:42.356460,NewYork-331c,21,56,Normal
2026-02-14 06:01:43.356460,NewYork-331c,11,80,Normal
2026-02-14 06:01:44.356460,NewYork-331c,3,64,Normal
2026-02-14 06:01:45.356460,NewYork-331c,32,4,Normal
2026-02-14 06:01:46.356460,NewYork-331c,14,66,Normal
2026-02-14 06:01:47.356460,NewYork-331c,20,30,Normal
2026-02-14 06:01:48.356460,NewYork-331c,18,34,Normal
2026-02-14 06:01:49.356460,NewYork-331c,7,17,Normal
2026-02-14 06:01:50.356460,NewYork-331c,-15,34,Normal
2026-02-14 06:01:51.356460,NewYork-331c,22,98,Normal
2026-02-14 06:01:52.356460,NewYork-331c,3,88,Normal
2026-02-14 06:01:53.356460,NewYork-331c,32,75,Normal
2026-02-14 06:01:54.356460,NewYork-331c,12,98,Normal
2026-02-14 06:01:55.356460,NewYork-331c,40,15,Normal
2026-02-14 06:01:56.356460,NewYork-331c,-28,39,Normal
2026-02-14 06:01:57.356460,NewYork-331c,45,42,Normal
2026-02-14 06:01:58.356460,NewYork-331c,-14,23,Normal
2026-02-14 06:01:59.356460,NewYork-331c,27,61,Normal
2026-02-14 06:02:00.356460,NewYork-331c,-2,72,Normal
2026-02-14 06:02:01.356460,NewYork-331c,11,53,Normal
2026-02-14 06:02:02.356460,NewYork-331c,-27,18,Normal
2026-02-14 06:02:03.356460,NewYork-331c,20,2,Normal
2026-02-14 06:02:04.356460,NewYork-331c,43,39,Normal
2026-02-14 06:02:05.356460,NewYork-331c,31,0,Normal
2026-02-14 06:02:06.356460,NewYork-331c,-7,22,Normal
2026-02-14 06:02:07.356460,NewYork-331c,29,50,Normal
2026-02-14 06:02:08.356460,NewYork-331c,-12,63,Normal
2026-02-14 06:02:09.356460,NewYork-331c,35,97,Normal
2026-02-14 06:02:10.356460,NewYork-331c,32,79,Normal
2026-02-14 06:02:11.356460,NewYork-331c,29,26,Normal
2026-02-14 06:02:12.356460,NewYork-331c,-15,76,Normal
2026-02-14 06:02:13.356460,NewYork-331c,14,53,Normal
2026-02-14 06:02:14.356460,NewYork-331c,-24,2,Normal
2026-02-14 06:02:15.356460,NewYork-331c,35,51,Normal
2026-02-14 06:02:16.356460,NewYork-331c,0,50,Normal
2026-02-14 06:02:17.356460,NewYork-331c,27,60,Normal
2026-02-14 06:02:18.356460,NewYork-331c,27,95,Normal
2026-02-14 06:02:19.356460,NewYork-331c,-10,62,Normal
2026-02-14 06:02:20.356460,NewYork-331c,14,23,Normal
2026-02-14 06:02:21.356460,NewYork-331c,28,99,Normal
2026-02-14 06:02:22.356460,NewYork-331c,7,20,Normal
2026-02-14 06:02:23.356460,NewYork-331c,8,97,Normal
2026-02-14 06:02:24.356460,NewYork-331c,20,27,Normal
2026-02-14 06:02:25.356460,NewYork-331c,34,36,Normal
2026-02-14 06:02:26.356460,NewYork-331c,19,85,Normal
2026-02-14 06:02:27.356460,NewYork-331c,-6,34,Normal
2026-02-14 06:02:28.356460,NewYork-331c,13,6,Normal
2026-02-14 06:02:29.356460,NewYork-331c,-26,24,Normal
2026-02-14 06:02:30.356460,NewYork-331c,17,36,Normal
2026-02-14 06:02:31.356460,NewYork-331c,-1,41,Normal
