timestamp,station_id,temp,humid,condition
2026-02-14 23:51:18.508330,Berlin-db09,33,4,Normal
2026-02-14 23:51:19.508330,Berlin-db09,24,29,Normal
2026-02-14 23:51:20.508330,Berlin-db09,21,95,Normal
2026-02-14 23:51:21.508330,Berlin-db09,-8,95,Normal
2026-02-14 23:51:22.508330,Berlin-db09,-18,99,Normal
2026-02-14 23:51:23.508330,Berlin-db09,-6,3,Normal
2026-02-14 23:51:24.508330,Berlin-db09,16,83,Normal
2026-02-14 23:51:25.508330,Berlin-db09,34,92,Normal
2026-02-14 23:51:26.508330,Berlin-db09,-22,90,Normal
2026-02-14 23:51:27.508330,Berlin-db09,-28,67,Normal
2026-02-14 23:51:28.508330,Berlin-db09,18,52,Normal
2026-02-14 23:51:29.508330,Berlin-db09,-26,0,Normal
2026-02-14 23:51:30.508330,Berlin-db09,22,54,Normal
2026-02-14 23:51:31.508330,Berlin-db09,32,71,Normal
2026-02-14 23:51:32.508330,Berlin-db09,5,57,Normal
2026-02-14 23:51:33.508330,Berlin-db09,-17,14,Normal
2026-02-14 23:51:34.508330,Berlin-db09,-10,7,Normal
2026-02-14 23:51:35.508330,Berlin-db09,32,0,Normal
2026-02-14 23:51:36.508330,Berlin-db09,-25,34,Normal
2026-02-14 23:51:37.508330,Berlin-db09,48,9,Normal
2026-02-14 23:51:38.508330,Berlin-db09,16,55,Normal
2026-02-14 23:51:39.508330,Berlin-db09,8,61,Normal
2026-02-14 23:51:40.508330,Berlin-db09,31,97,Normal
2026-02-14 23:51:41.508330,Berlin-db09,50,74,Normal
2026-02-14 23:51:42.508330,Berlin-db09,-18,13,Normal
2026-02-14 23:51:43.508330,Berlin-db09,49,76,Normal
2026-02-14 23:51:44.508330,Berlin-db09,-16,89,Normal
2026-02-14 23:51:45.508330,Berlin-db09,14,9,Normal
2026-02-14 23:51:46.508330,Berlin-db09,11,36,Normal
2026-02-14 23:51:47.508330,Berlin-db09,41,63,Normal
2026-02-14 23:51:48.508330,Berlin-db09,25,68,Normal
2026-02-14 23:51:49.508330,Berlin-db09,39,42,Normal
2026-02-14 23:51:50.508330,Berlin-db09,-7,86,Normal
2026-02-14 23:51:51.508330,Berlin-db09,17,84,Normal
2026-02-14 23:51:52.508330,Berlin-db09,17,30,Normal
2026-02-14 23:51:53.508330,Berlin-db09,10,65,Normal
2026-02-14 23:51:54.508330,Berlin-db09,36,63,Normal
2026-02-14 23:51:55.508330,Berlin-db09,45,7,Normal
2026-02-14 23:51:56.508330,Berlin-db09,-9,75,Normal
2026-02-14 23:51:57.508330,Berlin-db09,-6,29,Normal
2026-02-14 23:51:58.508330,Berlin-db09,10,3,Normal
2026-02-14 23:51:59.508330,Berlin-db09,13,88,Normal
2026-02-14 23:52:00.508330,Berlin-db09,-25,64,Normal
2026-02-14 23:52:01.508330,Berlin-db09,-19,99,Normal
2026-02-14 23:52:02.508330,Berlin-db09,34,31,Normal
2026-02-14 23:52:03.508330,Berlin-db09,4,67,Normal
2026-02-14 23:52:04.508330,Berlin-db09,2,23,Normal
2026-02-14 23:52:05.508330,Berlin-db09,11,4,Normal
2026-02-14 23:52:06.508330,Berlin-db09,39,0,Normal
2026-02-14 23:52:07.508330,Berlin-db09,16,91,Normal
2026-02-14 23:52:08.508330,Berlin-db09,41,1,Normal
2026-02-14 23:52:09.508330,Berlin-db09,6,37,Normal
2026-02-14 23:52:10.508330,Berlin-db09,10,21,Normal
2026-02-14 23:52:11.508330,Berlin-db09,21,15,Normal
2026-02-14 23:52:12.508330,Berlin-db09,44,58,Normal
2026-02-14 23:52:13.508330,Berlin-db09,-5,27,Normal
2026-02-14 23:52:14.508330,Berlin-db09,-20,68,Normal
2026-02-14 23:52:15.508330,Berlin-db09,20,69,Normal
2026-02-14 23:52:16.508330,Berlin-db09,41,63,Normal
2026-02-14 23:52:17.508330,Berlin-db09,27,11,Normal
2026-02-14 23:52:18.508330,Berlin-db09,-7,88,Normal
2026-02-14 23:52:19.508330,Berlin-db09,-20,19,Normal
2026-02-14 23:52:20.508330,Berlin-db09,-5,80,Normal
2026-02-14 23:52:21.508330,Berlin-db09,-4,10,Normal
2026-02-14 23:52:22.508330,Berlin-db09,-12,78,Normal
2026-02-14 23:52:23.508330,Berlin-db09,45,43,Normal
2026-02-14 23:52:24.508330,Berlin-db09,8,12,Normal
2026-02-14 23:52:25.508330,Berlin-db09,-21,37,Normal
2026-02-14 23:52:26.508330,Berlin-db09,2,51,Normal
2026-02-14 23:52:27.508330,Berlin-db09,-26,81,Normal
2026-02-14 23:52:28.508330,Berlin-db09,6,91,Normal
2026-02-14 23:52:29.508330,Berlin-db09,-24,5,Normal
2026-02-14 23:52:30.508330,Berlin-db09,39,48,Normal
2026-02-14 23:52:31.508330,Berlin-db09,-7,14,Normal
2026-02-14 23:52:32.508330,Berlin-db09,48,100,Normal
2026-02-14 23:52:33.508330,Berlin-db09,-1,70,Normal
2026-02-14 23:52:34.508330,Berlin-db09,22,40,Normal
2026-02-14 23:52:35.508330,Berlin-db09,11,30,Normal
2026-02-14 23:52:36.508330,Berlin-db09,42,84,Normal
2026-02-14 23:52:37.508330,Berlin-db09,-23,99,Normal
2026-02-14 23:52:38.508330,Berlin-db09,-13,49,Normal
2026-02-14 23:52:39.508330,Berlin-db09,-7,57,Normal
2026-02-14 23:52:40.508330,Berlin-db09,10,68,Normal
2026-02-14 23:52:41.508330,Berlin-db09,43,94,Normal
2026-02-14 23:52:42.508330,Berlin-db09,9,11,Normal
2026-02-14 23:52:43.508330,Berlin-db09,-10,29,Normal
2026-02-14 23:52:44.508330,Berlin-db09,41,81,Normal
2026-02-14 23:52:45.508330,Berlin-db09,-24,61,Normal
