timestamp,station_id,temp,humid,condition
2026-02-14 18:57:49.140667,Tokyo-5c77,24,71,Normal
2026-02-14 18:57:50.140667,Tokyo-5c77,-28,75,Normal
2026-02-14 18:57:51.140667,Tokyo-5c77,-6,41,Normal
2026-02-14 18:57:52.140667,Tokyo-5c77,43,6,Normal
2026-02-14 18:57:53.140667,Tokyo-5c77,-23,92,Normal
2026-02-14 18:57:54.140667,Tokyo-5c77,-7,6,Normal
2026-02-14 18:57:55.140667,Tokyo-5c77,22,8,Normal
2026-02-14 18:57:56.140667,Tokyo-5c77,24,68,Normal
2026-02-14 18:57:57.140667,Tokyo-5c77,-3,67,Normal
2026-02-14 18:57:58.140667,Tokyo-5c77,-8,6,Normal
2026-02-14 18:57:59.140667,Tokyo-5c77,2,40,Normal
2026-02-14 18:58:00.140667,Tokyo-5c77,-3,48,Normal
2026-02-14 18:58:01.140667,Tokyo-5c77,-23,19,Normal
2026-02-14 18:58:02.140667,Tokyo-5c77,-12,42,Normal
2026-02-14 18:58:03.140667,Tokyo-5c77,-30,94,Normal
2026-02-14 18:58:04.140667,Tokyo-5c77,46,57,Normal
2026-02-14 18:58:05.140667,Tokyo-5c77,46,39,Normal
2026-02-14 18:58:06.140667,Tokyo-5c77,-27,43,Normal
2026-02-14 18:58:07.140667,Tokyo-5c77,41,1,Normal
2026-02-14 18:58:08.140667,Tokyo-5c77,-3,75,Normal
2026-02-14 18:58:09.140667,Tokyo-5c77,2,29,Normal
2026-02-14 18:58:10.140667,Tokyo-5c77,48,59,Normal
2026-02-14 18:58:11.140667,Tokyo-5c77,22,93,Normal
2026-02-14 18:58:12.140667,Tokyo-5c77,-30,15,Normal
2026-02-14 18:58:13.140667,Tokyo-5c77,-18,30,Normal
2026-02-14 18:58:14.140667,Tokyo-5c77,45,53,Normal
2026-02-14 18:58:15.140667,Tokyo-5c77,-6,1,Normal
2026-02-14 18:58:16.140667,Tokyo-5c77,15,31,Normal
2026-02-14 18:58:17.140667,Tokyo-5c77,15,29,Normal
2026-02-14 18:58:18.140667,Tokyo-5c77,-11,71,Normal
2026-02-14 18:58:19.140667,Tokyo-5c77,-29,91,Normal
2026-02-14 18:58:20.140667,Tokyo-5c77,42,7,Normal
2026-02-14 18:58:21.140667,Tokyo-5c77,16,73,Normal
2026-02-14 18:58:22.140667,Tokyo-5c77,9,100,Normal
2026-02-14 18:58:23.140667,Tokyo-5c77,-19,27,Normal
2026-02-14 18:58:24.140667,Tokyo-5c77,31,99,Normal
2026-02-14 18:58:25.140667,Tokyo-5c77,6,14,Normal
2026-02-14 18:58:26.140667,Tokyo-5c77,-20,95,Normal
2026-02-14 18:58:27.140667,Tokyo-5c77,41,77,Normal
2026-02-14 18:58:28.140667,Tokyo-5c77,24,0,Normal
2026-02-14 18:58:29.140667,Tokyo-5c77,1,88,Normal
2026-02-14 18:58:30.140667,Tokyo-5c77,22,41,Normal
2026-02-14 18:58:31.140667,Tokyo-5c77,8,16,Normal
2026-02-14 18:58:32.140667,Tokyo-5c77,10,82,Normal
2026-02-14 18:58:33.140667,Tokyo-5c77,30,75,Normal
2026-02-14 18:58:34.140667,Tokyo-5c77,7,62,Normal
2026-02-14 18:58:35.140667,Tokyo-5c77,31,21,Normal
2026-02-14 18:58:36.140667,Tokyo-5c77,34,1,Normal
2026-02-14 18:58:37.140667,Tokyo-5c77,19,95,Normal
2026-02-14 18:58:38.140667,Tokyo-5c77,22,75,Normal
2026-02-14 18:58:39.140667,Tokyo-5c77,19,37,Normal
2026-02-14 18:58:40.140667,Tokyo-5c77,24,85,Normal
2026-02-14 18:58:41.140667,Tokyo-5c77,43,0,Normal
2026-02-14 18:58:42.140667,Tokyo-5c77,-24,44,Normal
2026-02-14 18:58:43.140667,Tokyo-5c77,46,11,Normal
2026-02-14 18:58:44.140667,Tokyo-5c77,16,49,Normal
2026-02-14 18:58:45.140667,Tokyo-5c77,26,28,Normal
2026-02-14 18:58:46.140667,Tokyo-5c77,-19,51,Normal
