timestamp,station_id,temp,humid,condition
2026-02-16 20:29:55.676405,Dubai-81ca,17,24,Normal
2026-02-16 20:29:56.676405,Dubai-81ca,26,75,Normal
2026-02-16 20:29:57.676405,Dubai-81ca,-11,36,Normal
2026-02-16 20:29:58.676405,Dubai-81ca,28,73,Normal
2026-02-16 20:29:59.676405,Dubai-81ca,-3,9,Normal
2026-02-16 20:30:00.676405,Dubai-81ca,-3,66,Normal
2026-02-16 20:30:01.676405,Dubai-81ca,-16,53,Normal
2026-02-16 20:30:02.676405,Dubai-81ca,26,11,Normal
2026-02-16 20:30:03.676405,Dubai-81ca,35,22,Normal
2026-02-16 20:30:04.676405,Dubai-81ca,-11,18,Normal
2026-02-16 20:30:05.676405,Dubai-81ca,47,66,Normal
2026-02-16 20:30:06.676405,Dubai-81ca,-8,56,Normal
2026-02-16 20:30:07.676405,Dubai-81ca,38,33,Normal
2026-02-16 20:30:08.676405,Dubai-81ca,14,57,Normal
2026-02-16 20:30:09.676405,Dubai-81ca,-12,57,Normal
2026-02-16 20:30:10.676405,Dubai-81ca,-3,60,Normal
2026-02-16 20:30:11.676405,Dubai-81ca,-20,34,Normal
2026-02-16 20:30:12.676405,Dubai-81ca,-17,60,Normal
2026-02-16 20:30:13.676405,Dubai-81ca,25,68,Normal
2026-02-16 20:30:14.676405,Dubai-81ca,44,98,Normal
2026-02-16 20:30:15.676405,Dubai-81ca,13,25,Normal
2026-02-16 20:30:16.676405,Dubai-81ca,18,87,Normal
2026-02-16 20:30:17.676405,Dubai-81ca,26,44,Normal
2026-02-16 20:30:18.676405,Dubai-81ca,23,59,Normal
2026-02-16 20:30:19.676405,Dubai-81ca,-26,9,Normal
2026-02-16 20:30:20.676405,Dubai-81ca,1,29,Normal
2026-02-16 20:30:21.676405,Dubai-81ca,9,46,Normal
2026-02-16 20:30:22.676405,Dubai-81ca,-4,41,Normal
2026-02-16 20:30:23.676405,Dubai-81ca,13,76,Normal
2026-02-16 20:30:24.676405,Dubai-81ca,49,25,Normal
2026-02-16 20:30:25.676405,Dubai-81ca,29,70,Normal
2026-02-16 20:30:26.676405,Dubai-81ca,50,5,Normal
2026-02-16 20:30:27.676405,Dubai-81ca,-8,89,Normal
2026-02-16 20:30:28.676405,Dubai-81ca,7,44,Normal
2026-02-16 20:30:29.676405,Dubai-81ca,27,49,Normal
2026-02-16 20:30:30.676405,Dubai-81ca,-11,9,Normal
2026-02-16 20:30:31.676405,Dubai-81ca,-12,47,Normal
2026-02-16 20:30:32.676405,Dubai-81ca,44,41,Normal
2026-02-16 20:30:33.676405,Dubai-81ca,16,51,Normal
2026-02-16 20:30:34.676405,Dubai-81ca,-17,74,Normal
2026-02-16 20:30:35.676405,Dubai-81ca,13,48,Normal
2026-02-16 20:30:36.676405,Dubai-81ca,39,57,Normal
2026-02-16 20:30:37.676405,Dubai-81ca,26,71,Normal
2026-02-16 20:30:38.676405,Dubai-81ca,28,94,Normal
2026-02-16 20:30:39.676405,Dubai-81ca,31,53,Normal
2026-02-16 20:30:40.676405,Dubai-81ca,23,68,Normal
2026-02-16 20:30:41.676405,Dubai-81ca,28,91,Normal
2026-02-16 20:30:42.676405,Dubai-81ca,6,1,Normal
2026-02-16 20:30:43.676405,Dubai-81ca,45,55,Normal
2026-02-16 20:30:44.676405,Dubai-81ca,15,3,Normal
2026-02-16 20:30:45.676405,Dubai-81ca,10,45,Normal
2026-02-16 20:30:46.676405,Dubai-81ca,-13,0,Normal
2026-02-16 20:30:47.676405,Dubai-81ca,-28,48,Normal
2026-02-16 20:30:48.676405,Dubai-81ca,11,17,Normal
2026-02-16 20:30:49.676405,Dubai-81ca,4,37,Normal
2026-02-16 20:30:50.676405,Dubai-81ca,-19,81,Normal
2026-02-16 20:30:51.676405,Dubai-81ca,-4,59,Normal
2026-02-16 20:30:52.676405,Dubai-81ca,19,21,Normal
2026-02-16 20:30:53.676405,Dubai-81ca,-24,6,Normal
2026-02-16 20:30:54.676405,Dubai-81ca,0,83,Normal
2026-02-16 20:30:55.676405,Dubai-81ca,29,68,Normal
2026-02-16 20:30:56.676405,Dubai-81ca,16,21,Normal
2026-02-16 20:30:57.676405,Dubai-81ca,-5,76,Normal
2026-02-16 20:30:58.676405,Dubai-81ca,-29,31,Normal
2026-02-16 20:30:59.676405,Dubai-81ca,6,49,Normal
2026-02-16 20:31:00.676405,Dubai-81ca,-3,64,Normal
2026-02-16 20:31:01.676405,Dubai-81ca,-13,30,Normal
2026-02-16 20:31:02.676405,Dubai-81ca,-1,78,Normal
2026-02-16 20:31:03.676405,Dubai-81ca,-23,38,Normal
2026-02-16 20:31:04.676405,Dubai-81ca,-26,1,Normal
2026-02-16 20:31:05.676405,Dubai-81ca,20,64,Normal
2026-02-16 20:31:06.676405,Dubai-81ca,29,11,Normal
2026-02-16 20:31:07.676405,Dubai-81ca,11,52,Normal
2026-02-16 20:31:08.676405,Dubai-81ca,-27,40,Normal
2026-02-16 20:31:09.676405,Dubai-81ca,19,89,Normal
2026-02-16 20:31:10.676405,Dubai-81ca,45,89,Normal
2026-02-16 20:31:11.676405,Dubai-81ca,10,21,Normal
2026-02-16 20:31:12.676405,Dubai-81ca,40,63,Normal
2026-02-16 20:31:13.676405,Dubai-81ca,47,97,Normal
2026-02-16 20:31:14.676405,Dubai-81ca,43,83,Normal
2026-02-16 20:31:15.676405,Dubai-81ca,0,89,Normal
2026-02-16 20:31:16.676405,Dubai-81ca,32,31,Normal
2026-02-16 20:31:17.676405,Dubai-81ca,-12,43,Normal
2026-02-16 20:31:18.676405,Dubai-81ca,16,97,Normal
2026-02-16 20:31:19.676405,Dubai-81ca,28,23,Normal
2026-02-16 20:31:20.676405,Dubai-81ca,31,75,Normal
2026-02-16 20:31:21.676405,Dubai-81ca,34,31,Normal
2026-02-16 20:31:22.676405,Dubai-81ca,-6,91,Normal
2026-02-16 20:31:23.676405,Dubai-81ca,-16,10,Normal
2026-02-16 20:31:24.676405,Dubai-81ca,12,11,Normal
2026-02-16 20:31:25.676405,Dubai-81ca,-25,49,Normal
2026-02-16 20:31:26.676405,Dubai-81ca,-1,28,Normal
2026-02-16 20:31:27.676405,Dubai-81ca,27,89,Normal
2026-02-16 20:31:28.676405,Dubai-81ca,24,52,Normal
2026-02-16 20:31:29.676405,Dubai-81ca,2,93,Normal
2026-02-16 20:31:30.676405,Dubai-81ca,-22,97,Normal
2026-02-16 20:31:31.676405,Dubai-81ca,3,0,Normal
2026-02-16 20:31:32.676405,Dubai-81ca,-7,51,Normal
2026-02-16 20:31:33.676405,Dubai-81ca,-5,15,Normal
2026-02-16 20:31:34.676405,Dubai-81ca,-24,62,Normal
2026-02-16 20:31:35.676405,Dubai-81ca,43,5,Normal
2026-02-16 20:31:36.676405,Dubai-81ca,31,67,Normal
2026-02-16 20:31:37.676405,Dubai-81ca,-6,21,Normal
2026-02-16 20:31:38.676405,Dubai-81ca,32,37,Normal
2026-02-16 20:31:39.676405,Dubai-81ca,-16,88,Normal
2026-02-16 20:31:40.676405,Dubai-81ca,-22,96,Normal
