timestamp,station_id,temp,humid,condition
2026-02-10 09:38:48.608012,Toronto-7b13,7,60,Normal
2026-02-10 09:38:49.608012,Toronto-7b13,44,16,Normal
2026-02-10 09:38:50.608012,Toronto-7b13,16,7,Normal
2026-02-10 09:38:51.608012,Toronto-7b13,6,45,Normal
2026-02-10 09:38:52.608012,Toronto-7b13,12,21,Normal
2026-02-10 09:38:53.608012,Toronto-7b13,12,29,Normal
2026-02-10 09:38:54.608012,Toronto-7b13,36,77,Normal
2026-02-10 09:38:55.608012,Toronto-7b13,-7,8,Normal
2026-02-10 09:38:56.608012,Toronto-7b13,-19,7,Normal
2026-02-10 09:38:57.608012,Toronto-7b13,39,9,Normal
2026-02-10 09:38:58.608012,Toronto-7b13,33,78,Normal
2026-02-10 09:38:59.608012,Toronto-7b13,-26,77,Normal
2026-02-10 09:39:00.608012,Toronto-7b13,49,47,Normal
2026-02-10 09:39:01.608012,Toronto-7b13,6,100,Normal
2026-02-10 09:39:02.608012,Toronto-7b13,50,44,Normal
2026-02-10 09:39:03.608012,Toronto-7b13,-29,88,Normal
2026-02-10 09:39:04.608012,Toronto-7b13,-20,61,Normal
2026-02-10 09:39:05.608012,Toronto-7b13,18,99,Normal
2026-02-10 09:39:06.608012,Toronto-7b13,26,68,Normal
2026-02-10 09:39:07.608012,Toronto-7b13,-18,84,Normal
2026-02-10 09:39:08.608012,Toronto-7b13,-12,82,Normal
2026-02-10 09:39:09.608012,Toronto-7b13,-2,82,Normal
2026-02-10 09:39:10.608012,Toronto-7b13,26,82,Normal
2026-02-10 09:39:11.608012,Toronto-7b13,-17,14,Normal
2026-02-10 09:39:12.608012,Toronto-7b13,23,3,Normal
2026-02-10 09:39:13.608012,Toronto-7b13,28,82,Normal
2026-02-10 09:39:14.608012,Toronto-7b13,12,99,Normal
2026-02-10 09:39:15.608012,Toronto-7b13,38,70,Normal
2026-02-10 09:39:16.608012,Toronto-7b13,40,4,Normal
2026-02-10 09:39:17.608012,Toronto-7b13,32,11,Normal
2026-02-10 09:39:18.608012,Toronto-7b13,28,49,Normal
2026-02-10 09:39:19.608012,Toronto-7b13,32,41,Normal
2026-02-10 09:39:20.608012,Toronto-7b13,40,7,Normal
2026-02-10 09:39:21.608012,Toronto-7b13,33,64,Normal
2026-02-10 09:39:22.608012,Toronto-7b13,-11,45,Normal
2026-02-10 09:39:23.608012,Toronto-7b13,-21,73,Normal
2026-02-10 09:39:24.608012,Toronto-7b13,30,63,Normal
2026-02-10 09:39:25.608012,Toronto-7b13,2,0,Normal
2026-02-10 09:39:26.608012,Toronto-7b13,23,84,Normal
2026-02-10 09:39:27.608012,Toronto-7b13,50,84,Normal
2026-02-10 09:39:28.608012,Toronto-7b13,41,87,Normal
2026-02-10 09:39:29.608012,Toronto-7b13,39,81,Normal
2026-02-10 09:39:30.608012,Toronto-7b13,18,76,Normal
2026-02-10 09:39:31.608012,Toronto-7b13,7,92,Normal
2026-02-10 09:39:32.608012,Toronto-7b13,29,86,Normal
2026-02-10 09:39:33.608012,Toronto-7b13,31,18,Normal
2026-02-10 09:39:34.608012,Toronto-7b13,-8,70,Normal
2026-02-10 09:39:35.608012,Toronto-7b13,7,91,Normal
2026-02-10 09:39:36.608012,Toronto-7b13,-27,10,Normal
2026-02-10 09:39:37.608012,Toronto-7b13,-19,92,Normal
2026-02-10 09:39:38.608012,Toronto-7b13,32,3,Normal
2026-02-10 09:39:39.608012,Toronto-7b13,46,31,Normal
2026-02-10 09:39:40.608012,Toronto-7b13,-15,54,Normal
2026-02-10 09:39:41.608012,Toronto-7b13,33,44,Normal
2026-02-10 09:39:42.608012,Toronto-7b13,44,58,Normal
2026-02-10 09:39:43.608012,Toronto-7b13,39,38,Normal
2026-02-10 09:39:44.608012,Toronto-7b13,17,95,Normal
2026-02-10 09:39:45.608012,Toronto-7b13,10,15,Normal
2026-02-10 09:39:46.608012,Toronto-7b13,16,34,Normal
2026-02-10 09:39:47.608012,Toronto-7b13,-8,62,Normal
2026-02-10 09:39:48.608012,Toronto-7b13,-14,70,Normal
2026-02-10 09:39:49.608012,Toronto-7b13,-17,14,Normal
2026-02-10 09:39:50.608012,Toronto-7b13,14,83,Normal
2026-02-10 09:39:51.608012,Toronto-7b13,5,81,Normal
2026-02-10 09:39:52.608012,Toronto-7b13,-22,43,Normal
2026-02-10 09:39:53.608012,Toronto-7b13,16,31,Normal
2026-02-10 09:39:54.608012,Toronto-7b13,-29,58,Normal
2026-02-10 09:39:55.608012,Toronto-7b13,41,71,Normal
2026-02-10 09:39:56.608012,Toronto-7b13,-2,35,Normal
2026-02-10 09:39:57.608012,Toronto-7b13,4,80,Normal
2026-02-10 09:39:58.608012,Toronto-7b13,8,93,Normal
2026-02-10 09:39:59.608012,Toronto-7b13,-22,20,Normal
2026-02-10 09:40:00.608012,Toronto-7b13,42,61,Normal
2026-02-10 09:40:01.608012,Toronto-7b13,-10,85,Normal
2026-02-10 09:40:02.608012,Toronto-7b13,1,39,Normal
2026-02-10 09:40:03.608012,Toronto-7b13,-30,16,Normal
2026-02-10 09:40:04.608012,Toronto-7b13,46,40,Normal
2026-02-10 09:40:05.608012,Toronto-7b13,-19,40,Normal
2026-02-10 09:40:06.608012,Toronto-7b13,-13,100,Normal
2026-02-10 09:40:07.608012,Toronto-7b13,34,69,Normal
2026-02-10 09:40:08.608012,Toronto-7b13,-16,5,Normal
2026-02-10 09:40:09.608012,Toronto-7b13,-17,85,Normal
2026-02-10 09:40:10.608012,Toronto-7b13,19,7,Normal
